Feature ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem	NCBI GI	locus
fig|287.6682.peg.3824	CDS	NODE_31_length_61188_cov_8.238385	32166	32600	3	+	435	probable rhodanese-related sulfurtransferases	- none -	 	 
fig|287.6682.peg.3825	CDS	NODE_31_length_61188_cov_8.238385	33359	32718	-2	-	642	glutamine amidotransferase	- none -	 	 
fig|287.6682.peg.3826	CDS	NODE_31_length_61188_cov_8.238385	33514	33392	-1	-	123	hypothetical protein	- none -	 	 
fig|287.6682.peg.3827	CDS	NODE_31_length_61188_cov_8.238385	33682	34461	1	+	780	Arginine/ornithine ABC transporter, substrate-binding protein AotJ	- none -	 	 
fig|287.6682.peg.3828	CDS	NODE_31_length_61188_cov_8.238385	34626	35342	3	+	717	Phospholipase/carboxylesterase family protein	- none -	 	 
fig|287.6682.peg.3829	CDS	NODE_31_length_61188_cov_8.238385	35941	35354	-1	-	588	Polyribonucleotide nucleotidyltransferase (polynucleotide phosphorylase)	- none -	 	 
fig|287.6682.peg.3830	CDS	NODE_31_length_61188_cov_8.238385	37881	36079	-3	-	1803	hypothetical protein	- none -	 	 
fig|287.6682.peg.3831	CDS	NODE_31_length_61188_cov_8.238385	38823	37909	-3	-	915	Permease of the drug/metabolite transporter (DMT) superfamily	- none -	 	 
fig|287.6682.peg.3832	CDS	NODE_31_length_61188_cov_8.238385	39703	38927	-1	-	777	Transcriptional regulator, AraC family	- none -	 	 
fig|287.6682.peg.3833	CDS	NODE_31_length_61188_cov_8.238385	40671	39874	-3	-	798	Uncharacterized MFS-type transporter	- none -	 	 
fig|287.6682.peg.3834	CDS	NODE_31_length_61188_cov_8.238385	41754	40858	-3	-	897	Transcriptional regulator, LysR family	- none -	 	 
fig|287.6682.peg.3835	CDS	NODE_31_length_61188_cov_8.238385	41865	42467	3	+	603	hypothetical protein	- none -	 	 
fig|287.6682.peg.3836	CDS	NODE_31_length_61188_cov_8.238385	43782	42601	-3	-	1182	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	Acetyl-CoA fermentation to Butyrate; <br>Butanol Biosynthesis; <br>Butyrate metabolism cluster; <br>Polyhydroxybutyrate metabolism	 	 
fig|287.6682.peg.3837	CDS	NODE_31_length_61188_cov_8.238385	44459	43794	-2	-	666	Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit B (EC 2.8.3.5)	Catechol branch of beta-ketoadipate pathway; <br>Leucine Degradation and HMG-CoA Metabolism; <br>Protocatechuate branch of beta-ketoadipate pathway	 	 
fig|287.6682.peg.3838	CDS	NODE_31_length_61188_cov_8.238385	45194	44496	-2	-	699	Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit A (EC 2.8.3.5)	Catechol branch of beta-ketoadipate pathway; <br>Leucine Degradation and HMG-CoA Metabolism; <br>Protocatechuate branch of beta-ketoadipate pathway	 	 
fig|287.6682.peg.3839	CDS	NODE_31_length_61188_cov_8.238385	45438	46337	3	+	900	Transcriptional activator PhbR	DNA-binding regulatory proteins, strays	 	 
fig|287.6682.peg.3840	CDS	NODE_31_length_61188_cov_8.238385	47531	46482	-2	-	1050	hypothetical protein	- none -	 	 
fig|287.6682.peg.3841	CDS	NODE_31_length_61188_cov_8.238385	47826	48653	3	+	828	FIG023677: hypothetical protein	CBSS-399599.3.peg.3584	 	 
fig|287.6682.peg.3842	CDS	NODE_31_length_61188_cov_8.238385	48657	49415	3	+	759	FIG005107: hypothetical protein	CBSS-399599.3.peg.3584	 	 
fig|287.6682.peg.3843	CDS	NODE_31_length_61188_cov_8.238385	50841	49540	-3	-	1302	hypothetical protein	- none -	 	 
fig|287.6682.peg.3844	CDS	NODE_31_length_61188_cov_8.238385	51299	50937	-2	-	363	Na(+) H(+) antiporter subunit G	Multi-subunit cation antiporter	 	 
fig|287.6682.peg.3845	CDS	NODE_31_length_61188_cov_8.238385	51574	51296	-1	-	279	Na(+) H(+) antiporter subunit F	Multi-subunit cation antiporter	 	 
fig|287.6682.peg.3846	CDS	NODE_31_length_61188_cov_8.238385	52059	51571	-3	-	489	Na(+) H(+) antiporter subunit E	Multi-subunit cation antiporter	 	 
fig|287.6682.peg.3847	CDS	NODE_31_length_61188_cov_8.238385	53741	52056	-2	-	1686	Na(+) H(+) antiporter subunit D	Multi-subunit cation antiporter	 	 
fig|287.6682.peg.3848	CDS	NODE_31_length_61188_cov_8.238385	54082	53738	-1	-	345	Na(+) H(+) antiporter subunit C	Multi-subunit cation antiporter	 	 
fig|287.6682.peg.3849	CDS	NODE_31_length_61188_cov_8.238385	57012	54082	-3	-	2931	Na(+) H(+) antiporter subunit A / Na(+) H(+) antiporter subunit B	Multi-subunit cation antiporter; <br>Multi-subunit cation antiporter	 	 
fig|287.6682.peg.3850	CDS	NODE_31_length_61188_cov_8.238385	58256	57249	-2	-	1008	Permease of the drug/metabolite transporter (DMT) superfamily	- none -	 	 
fig|287.6682.peg.3851	CDS	NODE_31_length_61188_cov_8.238385	58272	58835	3	+	564	Transcriptional regulator, Xre family	- none -	 	 
fig|287.6682.peg.3852	CDS	NODE_31_length_61188_cov_8.238385	58932	59309	3	+	378	hypothetical protein	- none -	 	 
fig|287.6682.peg.3853	CDS	NODE_31_length_61188_cov_8.238385	59468	60895	2	+	1428	hypothetical protein	- none -	 	 
fig|287.6682.peg.3854	CDS	NODE_32_length_58672_cov_9.074883	203	1411	2	+	1209	Murein hydrolase activator EnvC	- none -	 	 
fig|287.6682.peg.3855	CDS	NODE_32_length_58672_cov_9.074883	1446	2765	3	+	1320	Carboxyl-terminal protease (EC 3.4.21.102)	Phosphoglycerate mutase protein family	 	 
fig|287.6682.peg.3856	CDS	NODE_32_length_58672_cov_9.074883	2767	3564	1	+	798	Putative periplasmic protein YibQ, distant homology with nucleoside diphosphatase and polysaccharide deacetylase	Phosphoglycerate mutase protein family	 	 
fig|287.6682.peg.3857	CDS	NODE_32_length_58672_cov_9.074883	3669	4907	3	+	1239	hypothetical protein	- none -	 	 
fig|287.6682.peg.3858	CDS	NODE_32_length_58672_cov_9.074883	5666	4911	-2	-	756	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	- none -	 	 
fig|287.6682.peg.3859	CDS	NODE_32_length_58672_cov_9.074883	6505	5735	-1	-	771	Imidazole glycerol phosphate synthase cyclase subunit HisF	- none -	 	 
fig|287.6682.peg.3860	CDS	NODE_32_length_58672_cov_9.074883	7252	6515	-1	-	738	Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase (EC 5.3.1.16)	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Histidine Biosynthesis	 	 
fig|287.6682.peg.3861	CDS	NODE_32_length_58672_cov_9.074883	7609	7352	-1	-	258	hypothetical protein	- none -	 	 
fig|287.6682.peg.3862	CDS	NODE_32_length_58672_cov_9.074883	8248	7610	-1	-	639	Imidazole glycerol phosphate synthase amidotransferase subunit (EC 2.4.2.-)	Histidine Biosynthesis	 	 
fig|287.6682.peg.3863	CDS	NODE_32_length_58672_cov_9.074883	8841	8248	-3	-	594	Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19)	Histidine Biosynthesis	 	 
fig|287.6682.peg.3864	CDS	NODE_32_length_58672_cov_9.074883	10777	9113	-1	-	1665	Uncharacterized MFS-type transporter	- none -	 	 
fig|287.6682.peg.3865	CDS	NODE_32_length_58672_cov_9.074883	11036	11440	2	+	405	hypothetical protein	- none -	 	 
fig|287.6682.peg.3866	CDS	NODE_32_length_58672_cov_9.074883	11518	13752	1	+	2235	A/G-specific adenine glycosylase (EC 3.2.2.-)	DNA repair, bacterial	 	 
fig|287.6682.peg.3867	CDS	NODE_32_length_58672_cov_9.074883	13749	14816	3	+	1068	A/G-specific adenine glycosylase (EC 3.2.2.-)	DNA repair, bacterial	 	 
fig|287.6682.peg.3868	CDS	NODE_32_length_58672_cov_9.074883	14813	15085	2	+	273	FIG001341: Probable Fe(2+)-trafficking protein YggX	- none -	 	 
fig|287.6682.peg.3869	CDS	NODE_32_length_58672_cov_9.074883	15798	15349	-3	-	450	hypothetical protein	- none -	 	 
fig|287.6682.peg.3870	CDS	NODE_32_length_58672_cov_9.074883	16061	17119	2	+	1059	hypothetical protein	- none -	 	 
fig|287.6682.peg.3871	CDS	NODE_32_length_58672_cov_9.074883	17189	18163	2	+	975	Hydrolase, alpha/beta fold family	- none -	 	 
fig|287.6682.peg.3872	CDS	NODE_32_length_58672_cov_9.074883	18201	18617	3	+	417	hypothetical protein	- none -	 	 
fig|287.6682.peg.3873	CDS	NODE_32_length_58672_cov_9.074883	18624	19082	3	+	459	hypothetical protein	- none -	 	 
fig|287.6682.peg.3874	CDS	NODE_32_length_58672_cov_9.074883	19493	19167	-2	-	327	hypothetical protein	- none -	 	 
fig|287.6682.peg.3875	CDS	NODE_32_length_58672_cov_9.074883	21252	19858	-3	-	1395	gamma-aminobutyrate (GABA) permease	- none -	 	 
fig|287.6682.peg.3876	CDS	NODE_32_length_58672_cov_9.074883	21688	21497	-1	-	192	hypothetical protein	- none -	 	 
fig|287.6682.peg.3877	CDS	NODE_32_length_58672_cov_9.074883	21805	22578	1	+	774	ABC transporter, ATP-binding protein (cluster 3, basic aa/glutamine/opines)	- none -	 	 
fig|287.6682.peg.3878	CDS	NODE_32_length_58672_cov_9.074883	22592	23338	2	+	747	ABC transporter, substrate-binding protein (cluster 3, basic aa/glutamine/opines)	- none -	 	 
fig|287.6682.peg.3879	CDS	NODE_32_length_58672_cov_9.074883	23417	24112	2	+	696	ABC transporter, permease protein (cluster 3, basic aa/glutamine/opines)	- none -	 	 
fig|287.6682.peg.3880	CDS	NODE_32_length_58672_cov_9.074883	24109	24798	1	+	690	ABC transporter, permease protein (cluster 3, basic aa/glutamine/opines)	- none -	 	 
fig|287.6682.peg.3881	CDS	NODE_32_length_58672_cov_9.074883	24806	26008	2	+	1203	SAM-dependent methyltransferase	- none -	 	 
fig|287.6682.peg.3882	CDS	NODE_32_length_58672_cov_9.074883	26239	26093	-1	-	147	hypothetical protein	- none -	 	 
fig|287.6682.peg.3883	CDS	NODE_32_length_58672_cov_9.074883	26355	27176	3	+	822	hypothetical protein	- none -	 	 
fig|287.6682.peg.3884	CDS	NODE_32_length_58672_cov_9.074883	27897	27622	-3	-	276	hypothetical protein	- none -	 	 
fig|287.6682.peg.3885	CDS	NODE_32_length_58672_cov_9.074883	28639	27890	-1	-	750	Hydroxypyruvate isomerase (EC 5.3.1.22)	Glycerate metabolism	 	 
fig|287.6682.peg.3886	CDS	NODE_32_length_58672_cov_9.074883	28936	29259	1	+	324	hypothetical protein	- none -	 	 
fig|287.6682.peg.3887	CDS	NODE_32_length_58672_cov_9.074883	30036	29326	-3	-	711	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	CBSS-246196.1.peg.364; <br>Fatty Acid Biosynthesis FASII	 	 
fig|287.6682.peg.3888	CDS	NODE_32_length_58672_cov_9.074883	30300	30079	-3	-	222	4-oxalocrotonate tautomerase	- none -	 	 
fig|287.6682.peg.3889	CDS	NODE_32_length_58672_cov_9.074883	31036	31962	1	+	927	hypothetical protein	- none -	 	 
fig|287.6682.peg.3890	CDS	NODE_32_length_58672_cov_9.074883	32891	32175	-2	-	717	Branched-chain amino acid transport protein azlC	- none -	 	 
fig|287.6682.peg.3891	CDS	NODE_32_length_58672_cov_9.074883	33334	32888	-1	-	447	hypothetical protein	- none -	 	 
fig|287.6682.peg.3892	CDS	NODE_32_length_58672_cov_9.074883	34094	33348	-2	-	747	BsmA	- none -	 	 
fig|287.6682.peg.3893	CDS	NODE_32_length_58672_cov_9.074883	35613	34327	-3	-	1287	Outer membrane low permeability porin, OprD family => OccD6/OprQ involved in adhesion	- none -	 	 
fig|287.6682.peg.3894	CDS	NODE_32_length_58672_cov_9.074883	36244	35849	-1	-	396	hypothetical protein	- none -	 	 
fig|287.6682.peg.3895	CDS	NODE_32_length_58672_cov_9.074883	36933	36262	-3	-	672	Thioredoxin-like protein clustered with PA0057	PA0057 cluster	 	 
fig|287.6682.peg.3896	CDS	NODE_32_length_58672_cov_9.074883	37188	39281	3	+	2094	Ferrichrome-iron receptor	- none -	 	 
fig|287.6682.peg.3897	CDS	NODE_32_length_58672_cov_9.074883	39608	39396	-2	-	213	FIG00953324: hypothetical protein	- none -	 	 
fig|287.6682.peg.3898	CDS	NODE_32_length_58672_cov_9.074883	40960	39854	-1	-	1107	Agmatine deiminase (EC 3.5.3.12)	Arginine and Ornithine Degradation; <br>Polyamine Metabolism	 	 
fig|287.6682.peg.3899	CDS	NODE_32_length_58672_cov_9.074883	41842	40964	-1	-	879	N-carbamoylputrescine amidase (EC 3.5.1.53)	- none -	 	 
fig|287.6682.peg.3900	CDS	NODE_32_length_58672_cov_9.074883	45084	42172	-3	-	2913	Aminotransferase, class III	- none -	 	 
fig|287.6682.peg.3901	CDS	NODE_32_length_58672_cov_9.074883	45305	45829	2	+	525	hypothetical protein	- none -	 	 
fig|287.6682.peg.3902	CDS	NODE_32_length_58672_cov_9.074883	45971	46516	2	+	546	dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13)	Rhamnose containing glycans; <br>dTDP-rhamnose synthesis	 	 
fig|287.6682.peg.3903	CDS	NODE_32_length_58672_cov_9.074883	46617	48431	3	+	1815	C4-dicarboxylate transport sensor protein dctB (EC 2.7.3.-)	- none -	 	 
fig|287.6682.peg.3904	CDS	NODE_32_length_58672_cov_9.074883	48428	49822	2	+	1395	C4-dicarboxylate transport transcriptional regulatory protein	- none -	 	 
fig|287.6682.peg.3905	CDS	NODE_32_length_58672_cov_9.074883	49863	50321	3	+	459	Histone acetyltransferase HPA2 and related acetyltransferases	CBSS-216591.1.peg.168	 	 
fig|287.6682.peg.3906	CDS	NODE_32_length_58672_cov_9.074883	51272	50439	-2	-	834	3&#39;(2&#39;),5&#39;-bisphosphate nucleotidase (EC 3.1.3.7)	Inorganic Sulfur Assimilation	 	 
fig|287.6682.peg.3907	CDS	NODE_32_length_58672_cov_9.074883	51835	51269	-1	-	567	ADP compounds hydrolase NudE (EC 3.6.1.-)	Nudix proteins (nucleoside triphosphate hydrolases)	 	 
fig|287.6682.peg.3908	CDS	NODE_32_length_58672_cov_9.074883	51924	52586	3	+	663	HAD-superfamily hydrolase, subfamily IA, variant 3 protein family	- none -	 	 
fig|287.6682.peg.3909	CDS	NODE_32_length_58672_cov_9.074883	53154	52714	-3	-	441	Uncharacterized LysM domain protein YgaU	- none -	 	 
fig|287.6682.peg.3910	CDS	NODE_32_length_58672_cov_9.074883	53292	54179	3	+	888	LysR-family transcriptional regulator PA5179	- none -	 	 
fig|287.6682.peg.3911	CDS	NODE_32_length_58672_cov_9.074883	54271	55110	1	+	840	Sulfur carrier protein FdhD	- none -	 	 
fig|287.6682.peg.3912	CDS	NODE_32_length_58672_cov_9.074883	55107	57455	3	+	2349	Putative formate dehydrogenase oxidoreductase protein	Formate hydrogenase	 	 
fig|287.6682.peg.3913	CDS	NODE_32_length_58672_cov_9.074883	57580	58500	1	+	921	Transcriptional regulator, LysR family	- none -	 	 
fig|287.6682.peg.3914	CDS	NODE_33_length_57693_cov_7.372789	222	1172	3	+	951	Guanidinobutyrase (EC 3.5.3.7)	- none -	 	 
fig|287.6682.peg.3915	CDS	NODE_33_length_57693_cov_7.372789	1182	1604	3	+	423	Undecaprenyl pyrophosphate synthase	- none -	 	 
fig|287.6682.peg.3916	CDS	NODE_33_length_57693_cov_7.372789	1656	3167	3	+	1512	Putative transporter	- none -	 	 
fig|287.6682.peg.3917	CDS	NODE_33_length_57693_cov_7.372789	3343	4722	1	+	1380	sodium-solute symporter, putative	- none -	 	 
fig|287.6682.peg.3918	CDS	NODE_33_length_57693_cov_7.372789	4805	5530	2	+	726	MBL-fold metallo-hydrolase superfamily	- none -	 	 
fig|287.6682.peg.3919	CDS	NODE_33_length_57693_cov_7.372789	5582	5833	2	+	252	hypothetical protein	- none -	 	 
fig|287.6682.peg.3920	CDS	NODE_33_length_57693_cov_7.372789	6148	6020	-1	-	129	FIG00954170: hypothetical protein	- none -	 	 
fig|287.6682.peg.3921	CDS	NODE_33_length_57693_cov_7.372789	7182	6289	-3	-	894	LysR family transcriptional regulator similar to YneJ	- none -	 	 
fig|287.6682.peg.3922	CDS	NODE_33_length_57693_cov_7.372789	7287	8477	3	+	1191	Uncharacterized MFS-type transporter	- none -	 	 
fig|287.6682.peg.3923	CDS	NODE_33_length_57693_cov_7.372789	10462	9626	-1	-	837	nucleic acid binding protein	- none -	 	 
fig|287.6682.peg.3924	CDS	NODE_33_length_57693_cov_7.372789	10823	11002	2	+	180	hypothetical protein	- none -	 	 
fig|287.6682.peg.3925	CDS	NODE_33_length_57693_cov_7.372789	11212	11928	1	+	717	hypothetical protein	- none -	 	 
fig|287.6682.peg.3926	CDS	NODE_33_length_57693_cov_7.372789	12005	12874	2	+	870	putative lipoprotein	- none -	 	 
fig|287.6682.peg.3927	CDS	NODE_33_length_57693_cov_7.372789	13389	12997	-3	-	393	hypothetical protein	- none -	 	 
fig|287.6682.peg.3928	CDS	NODE_33_length_57693_cov_7.372789	13591	14325	1	+	735	hypothetical protein	- none -	 	 
fig|287.6682.peg.3929	CDS	NODE_33_length_57693_cov_7.372789	14814	15086	3	+	273	hypothetical protein	- none -	 	 
fig|287.6682.peg.3930	CDS	NODE_33_length_57693_cov_7.372789	15193	15468	1	+	276	hypothetical protein	- none -	 	 
fig|287.6682.peg.3931	CDS	NODE_33_length_57693_cov_7.372789	16951	15605	-1	-	1347	ATP-dependent RNA helicase SrmB	ATP-dependent RNA helicases, bacterial	 	 
fig|287.6682.peg.3932	CDS	NODE_33_length_57693_cov_7.372789	17145	18443	3	+	1299	Putative membrane transport protein	- none -	 	 
fig|287.6682.peg.3933	CDS	NODE_33_length_57693_cov_7.372789	19415	18549	-2	-	867	MadN protein	- none -	 	 
fig|287.6682.peg.3934	CDS	NODE_33_length_57693_cov_7.372789	20402	19803	-2	-	600	FMN-dependent NADH-azoreductase (EC 1.7.1.6)	- none -	 	 
fig|287.6682.peg.3935	CDS	NODE_33_length_57693_cov_7.372789	20961	20632	-3	-	330	hypothetical protein	- none -	 	 
fig|287.6682.peg.3936	CDS	NODE_33_length_57693_cov_7.372789	21011	21934	2	+	924	Transcriptional regulator, LysR family	- none -	 	 
fig|287.6682.peg.3937	CDS	NODE_33_length_57693_cov_7.372789	21949	22752	1	+	804	Beta-ketoadipate enol-lactone hydrolase, putative	- none -	 	 
fig|287.6682.peg.3938	CDS	NODE_33_length_57693_cov_7.372789	22756	23313	1	+	558	Peptidyl-prolyl cis-trans isomerase PpiA precursor (EC 5.2.1.8)	Peptidyl-prolyl cis-trans isomerase	 	 
fig|287.6682.peg.3939	CDS	NODE_33_length_57693_cov_7.372789	23407	25239	1	+	1833	Efflux ABC transporter, permease/ATP-binding protein Atu2242	- none -	 	 
fig|287.6682.peg.3940	CDS	NODE_33_length_57693_cov_7.372789	25851	25363	-3	-	489	Acetyltransferase, GNAT family	- none -	 	 
fig|287.6682.peg.3941	CDS	NODE_33_length_57693_cov_7.372789	26441	25953	-2	-	489	Bacterial transcription activator, effector binding protein	- none -	 	 
fig|287.6682.peg.3942	CDS	NODE_33_length_57693_cov_7.372789	27170	26508	-2	-	663	putative membrane protein	- none -	 	 
fig|287.6682.peg.3943	CDS	NODE_33_length_57693_cov_7.372789	27308	28525	2	+	1218	Glutamate-pyruvate aminotransferase AlaC (EC 2.6.1.2)	- none -	 	 
fig|287.6682.peg.3944	CDS	NODE_33_length_57693_cov_7.372789	30044	28692	-2	-	1353	Gluconate transporter family protein	D-gluconate and ketogluconates metabolism	 	 
fig|287.6682.peg.3945	CDS	NODE_33_length_57693_cov_7.372789	30661	30128	-1	-	534	Gluconokinase (EC 2.7.1.12)	D-gluconate and ketogluconates metabolism	 	 
fig|287.6682.peg.3946	CDS	NODE_33_length_57693_cov_7.372789	30877	31908	1	+	1032	Gluconate utilization system Gnt-I transcriptional repressor	D-gluconate and ketogluconates metabolism	 	 
fig|287.6682.peg.3947	CDS	NODE_33_length_57693_cov_7.372789	31976	32608	2	+	633	Uncharacterized glutathione S-transferase-like protein	Glutathione: Non-redox reactions	 	 
fig|287.6682.peg.3948	CDS	NODE_33_length_57693_cov_7.372789	33607	32684	-1	-	924	Transcriptional regulator, LysR family	- none -	 	 
fig|287.6682.peg.3949	CDS	NODE_33_length_57693_cov_7.372789	33707	34309	2	+	603	Glutathione S-transferase (EC 2.5.1.18)	Glutathione: Non-redox reactions	 	 
fig|287.6682.peg.3950	CDS	NODE_33_length_57693_cov_7.372789	35466	34453	-3	-	1014	Histidine, proline, and proline betaine ABC transporter, substrate-binding protein HutX	- none -	 	 
fig|287.6682.peg.3951	CDS	NODE_33_length_57693_cov_7.372789	36011	35463	-2	-	549	RNA polymerase ECF-type sigma factor	- none -	 	 
fig|287.6682.peg.3952	CDS	NODE_33_length_57693_cov_7.372789	37036	36245	-1	-	792	ABC-type phosphate/phosphonate transport system, periplasmic component	- none -	 	 
fig|287.6682.peg.3953	CDS	NODE_33_length_57693_cov_7.372789	38115	37174	-3	-	942	Fatty acid desaturase	- none -	 	 
fig|287.6682.peg.3954	CDS	NODE_33_length_57693_cov_7.372789	38372	38244	-2	-	129	hypothetical protein	- none -	 	 
fig|287.6682.peg.3955	CDS	NODE_33_length_57693_cov_7.372789	38456	38875	2	+	420	Acetyltransferase, GNAT family	- none -	 	 
fig|287.6682.peg.3956	CDS	NODE_33_length_57693_cov_7.372789	39548	39009	-2	-	540	Peptide deformylase (EC 3.5.1.88)	Translation termination factors bacterial	 	 
fig|287.6682.peg.3957	CDS	NODE_33_length_57693_cov_7.372789	40489	39545	-1	-	945	Inner membrane protein YihY, formerly thought to be RNase BN	LMPTP YfkJ cluster; <br>Riboflavin synthesis cluster	 	 
fig|287.6682.peg.3958	CDS	NODE_33_length_57693_cov_7.372789	40853	40662	-2	-	192	hypothetical protein	- none -	 	 
fig|287.6682.peg.3959	CDS	NODE_33_length_57693_cov_7.372789	41045	41422	2	+	378	hypothetical protein	- none -	 	 
fig|287.6682.peg.3960	CDS	NODE_33_length_57693_cov_7.372789	43285	41585	-1	-	1701	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	Biotin biosynthesis; <br>Biotin synthesis cluster; <br>Fatty acid metabolism cluster; <br>n-Phenylalkanoic acid degradation	 	 
fig|287.6682.peg.3961	CDS	NODE_33_length_57693_cov_7.372789	45357	43669	-3	-	1689	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	Biotin biosynthesis; <br>Biotin synthesis cluster; <br>Fatty acid metabolism cluster; <br>n-Phenylalkanoic acid degradation	 	 
fig|287.6682.peg.3962	CDS	NODE_33_length_57693_cov_7.372789	45616	46560	1	+	945	Lysophospholipase (EC 3.1.1.5); Monoglyceride lipase (EC 3.1.1.23)	Triacylglycerol metabolism; <br>Triacylglycerol metabolism	 	 
fig|287.6682.peg.3963	CDS	NODE_33_length_57693_cov_7.372789	46606	47076	1	+	471	enoyl-CoA hydratase, R-specific	n-Phenylalkanoic acid degradation	 	 
fig|287.6682.peg.3964	CDS	NODE_33_length_57693_cov_7.372789	48020	47160	-2	-	861	Tetrapartite efflux system, membrane fusion component FusE-like	- none -	 	 
fig|287.6682.peg.3965	CDS	NODE_33_length_57693_cov_7.372789	48238	48032	-1	-	207	Tetrapartite efflux system component, FusD-like	- none -	 	 
fig|287.6682.peg.3966	CDS	NODE_33_length_57693_cov_7.372789	50213	48225	-2	-	1989	Tetrapartite efflux system, inner membrane component FusBC-like	- none -	 	 
fig|287.6682.peg.3967	CDS	NODE_33_length_57693_cov_7.372789	50838	50371	-3	-	468	hypothetical protein	- none -	 	 
fig|287.6682.peg.3968	CDS	NODE_33_length_57693_cov_7.372789	51040	51279	1	+	240	Uncharacterized protein YpeB	- none -	 	 
fig|287.6682.peg.3969	CDS	NODE_33_length_57693_cov_7.372789	51305	52486	2	+	1182	Isopenicillin N epimerase (EC 5.1.1.17)	- none -	 	 
fig|287.6682.peg.3970	CDS	NODE_33_length_57693_cov_7.372789	53214	52489	-3	-	726	Putative dioxygenase	- none -	 	 
fig|287.6682.peg.3971	CDS	NODE_33_length_57693_cov_7.372789	53279	53461	2	+	183	hypothetical protein	- none -	 	 
fig|287.6682.peg.3972	CDS	NODE_33_length_57693_cov_7.372789	54161	53496	-2	-	666	4-hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16) @ 2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14)	- none -	 	 
fig|287.6682.peg.3973	CDS	NODE_33_length_57693_cov_7.372789	54892	54179	-1	-	714	6-phosphogluconolactonase (EC 3.1.1.31), eukaryotic type	Pentose phosphate pathway	 	 
fig|287.6682.peg.3974	CDS	NODE_33_length_57693_cov_7.372789	56348	54879	-2	-	1470	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	Pentose phosphate pathway	 	 
fig|287.6682.peg.3975	CDS	NODE_33_length_57693_cov_7.372789	56568	57437	3	+	870	Phosphogluconate repressor HexR, RpiR family	- none -	 	 
fig|287.6682.peg.3976	CDS	NODE_33_length_57693_cov_7.372789	57692	57546	-2	-	147	hypothetical protein	- none -	 	 
fig|287.6682.peg.3977	CDS	NODE_34_length_55546_cov_7.420957	388	1083	1	+	696	hypothetical protein	- none -	 	 
fig|287.6682.peg.3978	CDS	NODE_34_length_55546_cov_7.420957	1080	1988	3	+	909	hypothetical protein	- none -	 	 
fig|287.6682.peg.3979	CDS	NODE_34_length_55546_cov_7.420957	2444	2106	-2	-	339	Inner membrane protein YdgC	- none -	 	 
fig|287.6682.peg.3980	CDS	NODE_34_length_55546_cov_7.420957	3772	2444	-1	-	1329	Two component, Sigma-54 Specific, central transcriptional regulator of acidic amino acid uptake	Glutamate and Aspartate uptake in Bacteria	 	 
fig|287.6682.peg.3981	CDS	NODE_34_length_55546_cov_7.420957	5670	3769	-3	-	1902	Signal transduction histidine kinase regulating C4-dicarboxylate transport system (EC 2.7.13.3)	Glutamate and Aspartate uptake in Bacteria	 	 
fig|287.6682.peg.3982	CDS	NODE_34_length_55546_cov_7.420957	6628	5894	-1	-	735	Glutamate Aspartate transport ATP-binding protein GltL (TC 3.A.1.3.4)	Glutamate and Aspartate uptake in Bacteria	 	 
fig|287.6682.peg.3983	CDS	NODE_34_length_55546_cov_7.420957	7296	6625	-3	-	672	Glutamate Aspartate transport system permease protein GltK (TC 3.A.1.3.4)	Glutamate and Aspartate uptake in Bacteria	 	 
fig|287.6682.peg.3984	CDS	NODE_34_length_55546_cov_7.420957	8042	7296	-2	-	747	Glutamate Aspartate transport system permease protein GltJ (TC 3.A.1.3.4)	Glutamate and Aspartate uptake in Bacteria	 	 
fig|287.6682.peg.3985	CDS	NODE_34_length_55546_cov_7.420957	9150	8236	-3	-	915	Glutamate Aspartate periplasmic binding protein precursor GltI (TC 3.A.1.3.4)	Glutamate and Aspartate uptake in Bacteria	 	 
fig|287.6682.peg.3986	CDS	NODE_34_length_55546_cov_7.420957	11136	9598	-3	-	1539	Aerobic glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	Glycerol and Glycerol-3-phosphate Uptake and Utilization; <br>Glycerolipid and Glycerophospholipid Metabolism in Bacteria; <br>Respiratory dehydrogenases 1	 	 
fig|287.6682.peg.3987	CDS	NODE_34_length_55546_cov_7.420957	12184	11429	-1	-	756	Glycerol-3-phosphate regulon repressor GlpR	Glycerol and Glycerol-3-phosphate Uptake and Utilization	 	 
